perfil,cenario,par,p_valor,significativo_bruto,significativo_holm
C_rede_prioritaria,500x500_escasso,WOA vs SSA,0.3702195818880961,False,False
C_rede_prioritaria,500x500_escasso,WOA vs CS,0.04844093322753906,True,False
C_rede_prioritaria,500x500_escasso,SSA vs CS,0.012079238891601562,True,False
C_rede_prioritaria,500x500_suficiente,Aleatório vs PSO,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,Aleatório vs GWO,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,Aleatório vs WOA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,Aleatório vs SSA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,Aleatório vs CS,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,PSO vs GWO,0.17685317993164062,False,False
C_rede_prioritaria,500x500_suficiente,PSO vs WOA,5.7220458984375e-06,True,True
C_rede_prioritaria,500x500_suficiente,PSO vs SSA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,PSO vs CS,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,GWO vs WOA,0.0007076263427734375,True,True
C_rede_prioritaria,500x500_suficiente,GWO vs SSA,9.5367431640625e-06,True,True
C_rede_prioritaria,500x500_suficiente,GWO vs CS,3.814697265625e-06,True,True
C_rede_prioritaria,500x500_suficiente,WOA vs SSA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,WOA vs CS,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_suficiente,SSA vs CS,0.5958194732666016,False,False
C_rede_prioritaria,500x500_redundante,Aleatório vs PSO,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,Aleatório vs GWO,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,Aleatório vs WOA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,Aleatório vs SSA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,Aleatório vs CS,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,PSO vs GWO,0.40909767150878906,False,False
C_rede_prioritaria,500x500_redundante,PSO vs WOA,0.001209259033203125,True,True
C_rede_prioritaria,500x500_redundante,PSO vs SSA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,PSO vs CS,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,GWO vs WOA,0.0031528472900390625,True,True
C_rede_prioritaria,500x500_redundante,GWO vs SSA,3.814697265625e-06,True,True
C_rede_prioritaria,500x500_redundante,GWO vs CS,3.814697265625e-06,True,True
C_rede_prioritaria,500x500_redundante,WOA vs SSA,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,WOA vs CS,1.9073486328125e-06,True,True
C_rede_prioritaria,500x500_redundante,SSA vs CS,0.5216732025146484,False,False
