perfil,cenario,run,Aleatório_custo,Aleatório_cobertura,Aleatório_overlaps,Aleatório_conectividade,PSO_custo,PSO_cobertura,PSO_overlaps,PSO_conectividade,GWO_custo,GWO_cobertura,GWO_overlaps,GWO_conectividade,WOA_custo,WOA_cobertura,WOA_overlaps,WOA_conectividade,SSA_custo,SSA_cobertura,SSA_overlaps,SSA_conectividade,CS_custo,CS_cobertura,CS_overlaps,CS_conectividade
C_rede_prioritaria,100x100_escasso,19,0.4134790706793452,0.2884,0,0.6,0.19533379080482305,0.3489,0,1.0,0.19568669738260952,0.3477,0,1.0,0.2055386726791491,0.3149,0,1.0,0.2045746235181836,0.3348,2,1.0,0.20351033509150213,0.333,2,1.0
C_rede_prioritaria,100x100_escasso,20,0.534839700161733,0.2614,1,0.4,0.19530438192334085,0.349,0,1.0,0.19601019507891382,0.3466,0,1.0,0.20565630820507794,0.3145,0,1.0,0.20092882963391265,0.3309,2,1.0,0.19653065848872636,0.3451,1,1.0
C_rede_prioritaria,100x100_suficiente,1,0.2781990251528516,0.4585,11,0.8,0.09734380441176313,0.678,7,1.0,0.10884583362154301,0.6407,6,1.0,0.1137577960596209,0.6229,5,1.0,0.13671241768775175,0.5704,8,1.0,0.12629568932014693,0.5961,9,1.0
C_rede_prioritaria,100x100_suficiente,2,0.2162233926061958,0.3714,16,1.0,0.10025005446190074,0.6698,10,1.0,0.10508054105719682,0.6546,4,1.0,0.1174435498379869,0.6091,2,1.0,0.13671012923300357,0.5775,11,1.0,0.13136251642800997,0.5821,6,1.0
C_rede_prioritaria,100x100_suficiente,3,0.21313000029572204,0.5015,10,0.9,0.09553985006300743,0.6843,7,1.0,0.1317650859266544,0.5826,7,1.0,0.1025131011689928,0.6597,5,1.0,0.11898354362369004,0.6131,6,1.0,0.12388063278379847,0.6043,7,1.0
C_rede_prioritaria,100x100_suficiente,4,0.18508213210263247,0.4528,14,1.0,0.09678058348371632,0.6813,5,1.0,0.09955792289134001,0.6712,4,1.0,0.11131064418929035,0.6314,6,1.0,0.11957356223032797,0.6193,6,1.0,0.13106865109076785,0.5775,6,1.0
C_rede_prioritaria,100x100_suficiente,5,0.5345797196589911,0.4138,7,0.3,0.10227133035288737,0.6659,7,1.0,0.09543083607009573,0.685,5,1.0,0.10777344003261158,0.6417,4,1.0,0.11590019136597572,0.6343,11,1.0,0.1254096598091088,0.5946,5,1.0
C_rede_prioritaria,100x100_suficiente,6,0.17635548965606668,0.473,10,1.0,0.09337139577597486,0.6906,6,1.0,0.10206837224151558,0.6636,6,1.0,0.10433031853596478,0.653,4,1.0,0.12557673705165479,0.5919,7,1.0,0.11938188810796506,0.6146,8,1.0
C_rede_prioritaria,100x100_suficiente,7,0.16187894198671937,0.5013,10,1.0,0.09416300122466312,0.6886,4,1.0,0.10187757784142756,0.6625,5,1.0,0.10395646498142144,0.655,5,1.0,0.12721871067828122,0.5998,8,1.0,0.12606697903532915,0.5969,11,1.0
C_rede_prioritaria,100x100_suficiente,8,0.36314400311940875,0.4851,6,0.6,0.09467792613883973,0.6858,5,1.0,0.09524452915001602,0.6849,5,1.0,0.09849802185402354,0.6777,8,1.0,0.12372807157638477,0.6093,8,1.0,0.11736815297655308,0.6248,10,1.0
C_rede_prioritaria,100x100_suficiente,9,0.23663660952544902,0.443,12,0.9,0.10662874367393411,0.653,8,1.0,0.10359462645488278,0.6599,8,1.0,0.11282944008944137,0.6245,3,1.0,0.11502669889318254,0.6304,9,1.0,0.12858473557284522,0.591,9,1.0
C_rede_prioritaria,100x100_suficiente,10,0.4087673831895573,0.503,6,0.5,0.0943408262552728,0.6874,2,1.0,0.09673603032803742,0.6801,7,1.0,0.11137043301294336,0.6316,9,1.0,0.1423730476518296,0.559,7,1.0,0.13165778375501114,0.5816,6,1.0
C_rede_prioritaria,100x100_suficiente,11,0.24621744050111705,0.5335,6,0.8,0.0946214218957772,0.6872,9,1.0,0.09749340661210787,0.6796,5,1.0,0.11616735951709944,0.6159,5,1.0,0.12677192759647432,0.604,10,1.0,0.1322255699282762,0.5888,10,1.0
C_rede_prioritaria,100x100_suficiente,12,0.31625483358802164,0.4766,7,0.7,0.10132599557137237,0.6688,9,1.0,0.09819691464680821,0.6759,5,1.0,0.10780820461237044,0.643,6,1.0,0.1276166281718119,0.603,9,1.0,0.1279174235042158,0.6048,10,1.0
C_rede_prioritaria,100x100_suficiente,13,0.38819842558929096,0.4209,12,0.6,0.09675272609551011,0.6796,7,1.0,0.09596938006157149,0.6841,7,1.0,0.10703211059593748,0.6436,3,1.0,0.1316971002285714,0.5823,11,1.0,0.11632866239623478,0.6268,8,1.0
C_rede_prioritaria,100x100_suficiente,14,0.26778799194427816,0.475,8,0.8,0.09621116640054199,0.6826,8,1.0,0.0964645906774534,0.6804,4,1.0,0.10669529957138148,0.6479,5,1.0,0.12305040146856198,0.6041,9,1.0,0.13201009405153089,0.5779,7,1.0
C_rede_prioritaria,100x100_suficiente,15,0.3308641732226585,0.447,12,0.7,0.10590027410692199,0.6485,2,1.0,0.0978425290913491,0.6785,8,1.0,0.1033249208961941,0.6621,6,1.0,0.12112177155643457,0.6216,9,1.0,0.13218385130332405,0.5815,7,1.0
C_rede_prioritaria,100x100_suficiente,16,0.4009131949856165,0.4086,14,0.6,0.0950798857755482,0.6843,7,1.0,0.10128743433832749,0.6648,6,1.0,0.10873944600451561,0.6421,6,1.0,0.13766529406240652,0.5662,8,1.0,0.11917237058409387,0.6173,7,1.0
C_rede_prioritaria,100x100_suficiente,17,0.2585963585197596,0.3906,13,0.9,0.10224986569783909,0.66,2,1.0,0.10388622102684508,0.6555,4,1.0,0.10729709688914586,0.6453,5,1.0,0.12442430620206493,0.6071,10,1.0,0.13243389019165444,0.581,8,1.0
C_rede_prioritaria,100x100_suficiente,18,0.20040219449289617,0.5249,7,0.9,0.09778956640138908,0.6779,6,1.0,0.0965480131600774,0.6821,6,1.0,0.10877011990681867,0.6393,3,1.0,0.13519638565431386,0.5797,12,1.0,0.12987727909813074,0.5788,6,1.0
